,yiaD_151_G->T,ybiB~~~ybiB_1~~~ybiB_2_868_G->C,group_6371_338_A->G,parC_1~~~parC_3~~~parC~~~parC_2_239_G->T,group_4923_1409_G->A,glnQ_7~~~glnQ_6~~~glnQ_8~~~glnQ_5~~~glnQ_2_592_G->T,araB_1_290_T->C,label,group_3062,klcA_3,group_2236,fhlA~~~fhlA_2,group_6768,group_12275,amr_blaKPC-2-cluster1,amr_blaKPC-2-cluster2,group_2230,group_2119
GN090480,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022063125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022062205,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022078245,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GN120888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN071209,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN165024,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN132358,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN131074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022091535,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,0,1,0,0
GCA_022063065,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN200059,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_000693715,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0
GN151858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN100673,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN081045,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101682,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN202190,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101696,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022084015,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,0,1,1,1,1,0
GN191126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181205,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192105,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,1,1,0,1
GN090863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022067585,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0,1,1,1,1,0,1,0
GCA_022088945,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN122831,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN201611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022089145,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN141989,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN193499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN182010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN121497,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN183191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022091155,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN201457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022087825,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GCA_000694175,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0
GCA_022070165,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022091375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN120335,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN132352,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022059555,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022076505,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN165008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022059595,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN142471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022085375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN080884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022058525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN080549,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN100233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN182883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181445,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN203464,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022078165,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN132297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN131962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022079755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN202121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN182542,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN122419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN122529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192706,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN121319,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022058445,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN121596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN121510,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022063385,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,1,1,1,0
GN121848,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN151774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN192251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022079735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192441,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022080075,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GN172071,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022068425,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,1,1,1,1,0
GCA_022070065,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022074605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN200926,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101680,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN165027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022066585,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022088605,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN141518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_000693915,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,0,1,0
GN121001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022078285,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022062965,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GCA_022074585,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN120970,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086245,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,0,1,0
GCA_022087245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN172055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022074625,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN110838,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN122686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN142475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN121782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN131309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN165023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022058785,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN122435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022072565,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN130126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN172978,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN162043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN120982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022076025,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022081035,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,0,1,0
GN132154,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,0,1,0,1
GN202622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN165022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN200945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN120495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN203448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192430,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN121068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN190114,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,1,0,0,1
GN110306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN130723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022069125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0
GN141992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022077725,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GCA_022072485,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN203271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN202658,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN201546,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN200796,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN100136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022088205,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN180783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN142468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN070774,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN080995,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN200906,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN150044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN081061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN080095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101689,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN132184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN160317,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN090168,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022063345,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_002180075,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
GCA_022068865,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022078605,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181680,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN193526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022087005,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN140184,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022068585,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0
GN172544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN192714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN151786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181483,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN070813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN202183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022063745,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0
GN121576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022073885,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,0,1,1,1,1,0
GN070868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN160979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_022088505,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,1,1,1,1,1,0
GN200865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN130405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191203,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,1,0,0,1
GN122430,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN193571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022076365,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022076065,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191479,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,0,1,0,1
GCA_022064285,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN200061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCF_001701925,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,0,1,0
GCA_022078525,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN110092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_000693335,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,0,1,0
GCA_022082375,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,1,1,0,0,1,1,0,1
GCA_022091255,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN203311,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN070538,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN111066,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022061165,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN200902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GCA_000693295,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0
GN190447,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,1,0,0,0
GCA_022081895,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN141001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN165004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN181653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN100449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCF_001701815,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,0,1,0
GN202984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022089555,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GCA_022083475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086565,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0
GN203431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN180339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN131107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN151902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN110571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022082295,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GCA_022080055,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GN130934,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0
GN183598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022082655,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN192465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN131016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN182149,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN201787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN172997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022084175,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_000693835,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0
GCA_022073225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0
GN162458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022063445,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,1,1,1,0
GN192080,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022082055,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN200863,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,1,1,1,1,0,0,1,0,1
GN183030,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086065,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN101702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022067065,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN140404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022086835,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GCA_022064425,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,1,1,1,0
GN192462,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN200938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN165009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN060538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN191656,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0,1,0,0
GCA_000693215,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1,1,1,0,1,0
GN171336,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
GN120280,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0
GN100668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0
